,0
p01i,0.00408389620935309
tmpf,57.856684752520074
tmpf_pred,59.352981951057664
p01i_pred,0.004712619495810852
speed,35.51165086886833
hour,-0.7073679603666696
speed_diff,0.08019038804936134
lt_32,0.07924556158417304
