,0
p01i,0.030374533663688676
tmpf,18.319122027818825
tmpf_pred,18.279255291156975
p01i_pred,0.03403918719869342
speed,7.962393323340618
hour,0.3097493715965363
speed_diff,2.137147363846231
lt_32,0.2701266292127227
