,0
p01i,0.00328565709939561
tmpf,53.10619270645671
tmpf_pred,53.034969777030426
p01i_pred,0.003539049677755188
speed,40.91697275822027
hour,0.7073679603666659
speed_diff,-0.3284292624179799
lt_32,0.10075657499699772
