,0
p01i,0.019380730435341192
tmpf,16.7186543066418
tmpf_pred,16.92135446900616
p01i_pred,0.021824813040505903
speed,8.5160458099861
hour,0.3097498549050854
speed_diff,2.1505054337075378
lt_32,0.3010121503877642
